age,job,education,balance,contact,deposit
19,technician,tertiary,989.92,telephone,yes
36,student,secondary,2552.16,cellular,yes
37,unemployed,tertiary,3494.03,unknown,no
87,management,secondary,1310.28,cellular,no
34,blue-collar,secondary,6752.56,cellular,yes
85,retired,secondary,7004.3,unknown,yes
20,admin.,primary,3200.28,cellular,yes
68,technician,secondary,1376.92,unknown,no
43,self-employed,secondary,562.53,cellular,no
73,management,secondary,7225.26,cellular,no
81,management,secondary,723.41,cellular,no
25,blue-collar,tertiary,2687.58,unknown,no
54,management,secondary,3974.01,cellular,yes
44,admin.,primary,864.6,cellular,no
62,blue-collar,secondary,322.35,unknown,no
21,blue-collar,tertiary,1472.69,cellular,no
54,technician,secondary,456.87,cellular,no
88,self-employed,unknown,502.46,cellular,yes
50,technician,secondary,6289.81,cellular,yes
48,management,primary,529.21,cellular,yes
72,admin.,tertiary,1404.26,cellular,yes
29,retired,tertiary,1078.31,unknown,no
28,management,primary,313.94,unknown,no
89,services,secondary,1414.32,unknown,no
49,blue-collar,tertiary,2848.35,cellular,yes
74,admin.,secondary,1435.33,unknown,no
55,blue-collar,tertiary,5791.03,cellular,no
77,management,unknown,338.02,unknown,no
36,student,primary,4255.02,cellular,yes
73,management,secondary,1343.58,cellular,yes
31,admin.,secondary,1411.55,unknown,no
50,admin.,secondary,1435.49,cellular,no
27,entrepreneur,secondary,769.92,unknown,no
81,unemployed,secondary,893.97,cellular,no
81,services,secondary,1527.07,unknown,no
79,retired,unknown,281.61,cellular,no
85,management,tertiary,1663.84,cellular,no
60,self-employed,tertiary,2372.29,cellular,no
76,self-employed,secondary,734.61,unknown,no
69,student,tertiary,801.08,cellular,yes
36,entrepreneur,unknown,507.59,cellular,no
38,housemaid,tertiary,344.53,cellular,no
39,technician,secondary,276.18,cellular,no
26,unemployed,secondary,562.82,unknown,no
26,blue-collar,unknown,1217.18,cellular,yes
90,self-employed,secondary,593.09,cellular,no
44,management,tertiary,644.5,cellular,no
34,admin.,secondary,8220.87,unknown,no
61,management,secondary,8120.24,cellular,yes
62,blue-collar,primary,601.4,unknown,no
25,technician,secondary,667.25,unknown,yes
35,management,secondary,1262.99,telephone,no
50,management,secondary,599.2,unknown,no
18,management,unknown,2112.03,unknown,yes
93,management,secondary,1339.46,cellular,yes
23,technician,primary,1738.49,cellular,yes
58,self-employed,secondary,3549.15,cellular,yes
72,blue-collar,primary,7354.76,unknown,yes
22,admin.,unknown,6727.51,unknown,no
76,blue-collar,secondary,756.0,unknown,no
35,blue-collar,secondary,3417.16,cellular,no
66,admin.,secondary,3333.59,cellular,yes
82,services,tertiary,1352.19,unknown,no
71,retired,secondary,3709.28,cellular,no
78,management,secondary,4484.07,cellular,no
25,blue-collar,secondary,2265.19,cellular,no
20,management,secondary,876.53,cellular,no
42,technician,secondary,1226.16,telephone,yes
86,student,primary,1715.98,cellular,no
72,technician,primary,2844.88,unknown,no
57,blue-collar,secondary,1625.21,cellular,no
67,technician,tertiary,908.75,cellular,no
50,services,tertiary,1122.8,unknown,no
35,management,tertiary,191.32,unknown,no
74,technician,tertiary,3860.17,unknown,no
33,management,tertiary,266.49,cellular,no
55,technician,tertiary,1533.88,unknown,no
58,management,tertiary,3355.34,unknown,yes
24,blue-collar,secondary,1007.76,cellular,no
70,admin.,secondary,2656.04,cellular,no
80,entrepreneur,secondary,2555.35,cellular,no
49,technician,tertiary,421.72,unknown,no
55,technician,secondary,1064.71,cellular,no
39,blue-collar,tertiary,4304.61,cellular,yes
33,management,secondary,1092.79,cellular,no
69,management,primary,2074.49,cellular,yes
46,technician,secondary,1502.28,unknown,no
33,blue-collar,tertiary,450.22,unknown,no
93,retired,tertiary,2503.82,unknown,yes
34,technician,secondary,238.91,unknown,no
81,management,secondary,484.46,cellular,no
30,blue-collar,primary,1420.3,unknown,no
89,management,secondary,2204.83,cellular,yes
73,admin.,primary,374.05,unknown,no
22,management,primary,2383.3,cellular,no
29,technician,tertiary,2386.21,cellular,yes
58,management,tertiary,3972.06,cellular,no
20,unemployed,tertiary,992.06,unknown,no
50,management,tertiary,502.03,cellular,no
67,management,unknown,2309.92,cellular,no
73,housemaid,secondary,1569.47,cellular,yes
26,management,secondary,2455.07,cellular,yes
67,management,secondary,2677.94,unknown,yes
46,technician,tertiary,790.39,cellular,yes
56,retired,secondary,826.87,cellular,no
62,management,primary,202.46,cellular,no
34,management,secondary,1275.77,cellular,no
73,student,primary,3508.02,cellular,no
63,entrepreneur,secondary,2908.73,cellular,yes
84,blue-collar,secondary,347.51,unknown,no
86,management,secondary,3328.93,unknown,no
31,management,secondary,1090.86,cellular,no
84,technician,secondary,292.19,unknown,no
40,services,primary,3013.58,cellular,yes
78,blue-collar,secondary,2836.91,cellular,yes
40,management,tertiary,3130.27,cellular,yes
44,entrepreneur,secondary,395.27,cellular,no
71,technician,secondary,2127.8,unknown,yes
27,management,tertiary,475.69,cellular,no
94,retired,secondary,3671.63,cellular,yes
33,management,primary,3325.48,cellular,yes
58,entrepreneur,tertiary,1219.98,unknown,no
72,student,secondary,413.82,cellular,yes
78,admin.,tertiary,2707.24,unknown,no
66,technician,secondary,1288.02,unknown,no
90,technician,tertiary,945.09,cellular,no
69,blue-collar,primary,2382.58,unknown,no
19,management,primary,343.35,unknown,no
67,blue-collar,secondary,955.07,cellular,no
60,management,secondary,1543.44,cellular,no
94,retired,tertiary,2741.31,unknown,yes
25,blue-collar,unknown,330.12,cellular,no
76,management,primary,1043.67,cellular,yes
82,management,secondary,1849.91,unknown,yes
29,admin.,tertiary,10069.11,unknown,yes
21,management,primary,760.01,cellular,no
94,management,secondary,1290.66,cellular,yes
58,management,primary,2838.51,unknown,yes
24,housemaid,secondary,1085.66,unknown,no
86,housemaid,secondary,1151.2,unknown,no
86,blue-collar,secondary,3809.75,cellular,yes
47,management,tertiary,1613.35,cellular,no
90,blue-collar,primary,2385.8,cellular,yes
23,management,tertiary,339.49,cellular,no
36,technician,secondary,2832.36,unknown,yes
83,services,secondary,497.98,cellular,yes
27,admin.,tertiary,677.32,cellular,no
33,services,tertiary,739.13,cellular,yes
54,management,tertiary,2622.66,cellular,yes
94,self-employed,secondary,2611.85,cellular,yes
94,services,tertiary,3247.89,cellular,yes
49,housemaid,primary,1744.81,cellular,no
64,technician,tertiary,383.77,cellular,no
89,technician,tertiary,664.73,cellular,no
60,management,primary,1252.44,cellular,no
53,blue-collar,tertiary,594.48,cellular,no
43,admin.,tertiary,537.08,telephone,no
27,technician,tertiary,5183.42,cellular,yes
48,management,secondary,2212.97,cellular,no
46,services,tertiary,1658.32,cellular,yes
22,blue-collar,primary,2725.49,telephone,yes
94,management,secondary,1725.02,cellular,no
18,technician,primary,201.01,cellular,yes
20,housemaid,tertiary,837.27,unknown,yes
84,services,secondary,815.13,unknown,no
88,blue-collar,tertiary,3051.79,unknown,yes
52,blue-collar,secondary,595.63,unknown,no
32,self-employed,primary,4505.06,cellular,no
84,management,secondary,1596.78,cellular,yes
47,retired,primary,3786.25,cellular,yes
92,services,tertiary,495.42,unknown,no
60,blue-collar,tertiary,485.71,cellular,no
77,management,unknown,5054.85,unknown,yes
57,management,secondary,3899.6,cellular,yes
82,unemployed,tertiary,3682.63,cellular,no
46,admin.,secondary,235.77,cellular,no
91,entrepreneur,primary,4167.95,telephone,yes
36,unemployed,tertiary,1366.89,cellular,yes
20,management,primary,333.49,unknown,no
53,management,primary,1911.28,cellular,no
60,services,secondary,2752.46,cellular,yes
32,student,secondary,270.85,cellular,no
58,admin.,tertiary,6688.22,unknown,yes
53,management,tertiary,2527.69,unknown,yes
94,blue-collar,secondary,1580.88,cellular,yes
50,self-employed,secondary,339.45,unknown,no
22,blue-collar,tertiary,961.16,cellular,no
31,retired,secondary,1839.86,cellular,yes
85,admin.,primary,1579.18,cellular,yes
64,management,primary,2272.9,unknown,no
71,technician,tertiary,1760.11,cellular,no
21,entrepreneur,secondary,1911.05,cellular,yes
26,blue-collar,secondary,364.44,unknown,no
70,blue-collar,tertiary,4934.93,telephone,no
94,blue-collar,unknown,514.05,unknown,yes
77,management,secondary,649.92,cellular,no
63,technician,secondary,1535.25,cellular,no
71,services,secondary,2388.58,cellular,no
91,technician,tertiary,6397.5,cellular,no
54,blue-collar,tertiary,5267.7,telephone,no
40,technician,secondary,5923.05,cellular,yes
44,blue-collar,secondary,3272.09,cellular,yes
87,blue-collar,tertiary,507.59,telephone,no
83,management,secondary,1447.41,unknown,no
78,technician,tertiary,192.99,cellular,no
94,services,primary,1194.1,cellular,yes
68,services,tertiary,505.0,cellular,yes
67,blue-collar,tertiary,487.07,unknown,no
36,admin.,primary,4822.49,unknown,yes
18,blue-collar,primary,1052.26,cellular,no
57,blue-collar,secondary,2690.41,cellular,yes
49,technician,secondary,2952.35,cellular,no
39,blue-collar,primary,1864.22,cellular,no
83,blue-collar,secondary,4197.64,cellular,no
57,blue-collar,primary,1054.74,unknown,no
55,technician,secondary,671.8,cellular,no
65,technician,primary,452.96,unknown,yes
72,technician,tertiary,2450.33,cellular,yes
92,services,tertiary,2952.84,unknown,yes
72,blue-collar,secondary,671.99,unknown,yes
68,blue-collar,unknown,3607.92,cellular,yes
77,unknown,secondary,1463.37,cellular,no
25,admin.,secondary,552.47,cellular,no
85,admin.,secondary,1707.53,unknown,no
92,blue-collar,primary,2389.83,cellular,yes
89,technician,secondary,610.15,cellular,yes
26,services,tertiary,1090.42,cellular,no
19,management,tertiary,2477.96,cellular,no
87,admin.,primary,1721.13,cellular,yes
76,retired,tertiary,643.36,unknown,no
36,services,tertiary,4181.5,cellular,no
45,retired,tertiary,600.63,cellular,no
89,unemployed,tertiary,686.64,unknown,yes
31,technician,secondary,989.14,cellular,yes
41,self-employed,secondary,5234.39,unknown,yes
61,management,secondary,1245.31,unknown,no
73,unknown,secondary,1919.3,unknown,no
68,technician,secondary,6995.54,unknown,yes
49,retired,tertiary,2546.69,unknown,no
67,management,unknown,649.01,unknown,no
58,blue-collar,secondary,3078.69,unknown,yes
83,retired,tertiary,2295.36,cellular,no
42,management,tertiary,620.4,cellular,yes
78,housemaid,secondary,633.42,cellular,no
83,management,tertiary,3658.77,cellular,yes
59,technician,unknown,3324.14,unknown,yes
82,retired,secondary,1436.12,telephone,yes
53,retired,tertiary,2051.04,unknown,yes
93,management,secondary,3426.12,unknown,no
26,management,secondary,249.87,cellular,no
53,self-employed,tertiary,1075.45,unknown,no
55,blue-collar,primary,1445.36,cellular,no
50,admin.,tertiary,2880.99,unknown,yes
59,technician,secondary,8621.35,unknown,yes
78,student,primary,1961.28,telephone,no
63,blue-collar,secondary,1726.97,unknown,no
78,housemaid,tertiary,7227.49,cellular,no
35,services,secondary,281.98,cellular,no
87,blue-collar,primary,269.01,unknown,no
32,blue-collar,tertiary,1649.67,cellular,yes
65,services,primary,896.84,unknown,no
89,management,secondary,877.25,cellular,yes
30,retired,tertiary,627.21,cellular,no
60,management,tertiary,2398.54,cellular,yes
77,blue-collar,tertiary,6077.73,unknown,yes
74,unemployed,tertiary,2083.07,cellular,yes
88,unemployed,secondary,1421.95,unknown,no
34,blue-collar,secondary,1098.2,cellular,yes
67,management,secondary,5296.24,cellular,yes
49,management,primary,1619.6,unknown,no
39,unemployed,primary,4651.17,cellular,yes
72,management,secondary,1109.88,cellular,yes
74,technician,primary,2084.3,unknown,yes
30,management,secondary,1547.31,unknown,yes
64,technician,secondary,1233.97,cellular,no
79,blue-collar,secondary,3426.44,cellular,yes
71,services,primary,3743.46,telephone,no
46,technician,tertiary,3434.89,cellular,yes
39,self-employed,secondary,2887.45,unknown,yes
82,blue-collar,tertiary,442.65,telephone,no
46,blue-collar,secondary,77.46,unknown,no
65,retired,secondary,4202.88,unknown,yes
22,unemployed,secondary,510.78,cellular,no
52,blue-collar,secondary,173.24,cellular,no
91,management,primary,2237.08,cellular,yes
88,self-employed,tertiary,909.2,cellular,no
63,technician,secondary,2446.3,cellular,yes
52,self-employed,secondary,2718.89,cellular,no
62,management,secondary,1086.45,cellular,no
30,management,secondary,1178.93,cellular,no
27,technician,tertiary,1222.64,cellular,yes
83,management,secondary,1275.99,cellular,no
87,retired,tertiary,3692.23,cellular,yes
89,student,secondary,4125.24,unknown,yes
42,student,secondary,7166.31,unknown,yes
61,self-employed,primary,2468.43,unknown,yes
77,services,secondary,7061.6,unknown,no
64,student,secondary,1244.33,cellular,yes
57,management,secondary,143.31,unknown,no
24,unemployed,secondary,2410.73,unknown,no
63,technician,secondary,527.09,cellular,no
40,management,secondary,341.92,unknown,no
63,self-employed,primary,4245.09,cellular,yes
30,self-employed,tertiary,2944.81,cellular,yes
38,blue-collar,tertiary,602.69,cellular,yes
18,blue-collar,secondary,3355.65,unknown,yes
36,technician,tertiary,2910.08,cellular,no
77,blue-collar,secondary,3703.15,cellular,no
50,retired,secondary,3961.25,cellular,yes
21,admin.,secondary,3185.24,telephone,yes
20,admin.,secondary,3195.68,cellular,yes
69,admin.,secondary,1904.13,unknown,no
45,blue-collar,secondary,6371.17,cellular,yes
87,technician,secondary,1264.09,cellular,no
87,management,secondary,1877.94,cellular,yes
72,services,secondary,8705.94,cellular,no
74,management,secondary,966.62,unknown,no
33,blue-collar,secondary,304.31,cellular,no
41,blue-collar,secondary,2323.04,cellular,no
86,management,secondary,1099.3,cellular,yes
58,management,secondary,1280.72,cellular,no
94,management,secondary,417.76,unknown,no
64,entrepreneur,tertiary,1537.88,cellular,no
93,services,secondary,4540.69,cellular,no
86,technician,secondary,2076.83,unknown,no
48,blue-collar,secondary,608.11,telephone,no
47,services,secondary,5646.9,cellular,no
35,unemployed,secondary,689.74,cellular,no
61,services,unknown,2173.73,cellular,yes
44,blue-collar,primary,1204.27,cellular,no
43,admin.,secondary,7353.39,unknown,no
77,management,tertiary,1057.24,cellular,yes
35,services,secondary,1982.21,cellular,no
73,blue-collar,secondary,989.35,unknown,no
48,self-employed,tertiary,3952.94,cellular,yes
76,management,secondary,4532.85,unknown,no
19,blue-collar,secondary,3710.11,cellular,yes
56,blue-collar,tertiary,2299.79,cellular,no
78,self-employed,tertiary,474.16,cellular,no
80,blue-collar,unknown,5175.76,cellular,yes
35,admin.,tertiary,2976.92,cellular,yes
34,blue-collar,tertiary,955.11,cellular,no
56,management,secondary,1629.38,cellular,no
88,admin.,secondary,5445.67,cellular,no
71,technician,tertiary,3410.86,cellular,yes
93,unknown,unknown,963.38,unknown,no
52,unknown,secondary,2890.8,cellular,yes
28,blue-collar,unknown,2889.39,unknown,yes
78,student,secondary,1431.13,telephone,yes
61,blue-collar,secondary,2870.92,telephone,yes
85,admin.,secondary,7441.74,unknown,yes
42,services,secondary,4622.82,unknown,no
65,admin.,tertiary,3366.06,cellular,yes
49,admin.,secondary,1599.84,cellular,yes
21,technician,primary,9390.58,unknown,yes
55,management,tertiary,1676.53,cellular,no
80,unemployed,secondary,653.2,cellular,no
64,entrepreneur,tertiary,1818.28,cellular,no
18,retired,secondary,4231.04,unknown,yes
20,unknown,tertiary,2057.76,cellular,yes
79,management,secondary,6839.3,cellular,yes
81,entrepreneur,secondary,3954.54,unknown,yes
34,management,tertiary,119.98,cellular,no
79,technician,primary,6135.15,unknown,yes
52,housemaid,tertiary,4965.43,unknown,yes
30,management,tertiary,1084.52,cellular,yes
52,management,tertiary,847.59,unknown,no
60,services,secondary,894.3,cellular,no
19,blue-collar,primary,3768.0,unknown,yes
73,student,secondary,2330.76,cellular,no
94,admin.,secondary,871.04,cellular,no
68,housemaid,secondary,6187.12,cellular,yes
71,admin.,secondary,8075.84,unknown,no
33,services,secondary,914.5,unknown,yes
35,technician,secondary,2010.89,unknown,yes
24,blue-collar,secondary,3786.27,unknown,yes
62,admin.,tertiary,1491.87,unknown,no
53,management,tertiary,1634.41,cellular,yes
58,services,tertiary,436.17,unknown,no
59,technician,secondary,239.31,cellular,no
24,blue-collar,tertiary,453.0,unknown,no
32,technician,secondary,5680.0,unknown,yes
77,technician,tertiary,2149.57,unknown,yes
57,technician,secondary,2611.94,unknown,yes
54,management,tertiary,1987.7,cellular,yes
83,blue-collar,secondary,376.92,cellular,no
72,admin.,tertiary,443.8,unknown,no
94,technician,primary,2355.4,cellular,yes
73,management,tertiary,1657.97,cellular,no
61,services,secondary,83.18,cellular,no
74,entrepreneur,secondary,1413.79,cellular,yes
23,blue-collar,primary,1057.67,cellular,no
49,retired,secondary,1491.2,unknown,no
91,services,primary,2940.16,cellular,yes
35,blue-collar,secondary,669.49,cellular,no
